State,Year,Crop,Area,Production
Andhra Pradesh,1997,Rice,13000,27700
Andhra Pradesh,1998,Bajra,3000,6000
Andhra Pradesh,1998,Jowar,6700,5400
Andhra Pradesh,1998,Rice,59200,169800
Andhra Pradesh,1998,Bajra,500,900
Andhra Pradesh,1998,Jowar,1600,1800
Andhra Pradesh,1998,Rice,17000,41600
Andhra Pradesh,1998,Wheat,100,
Andhra Pradesh,1999,Bajra,3478,3537
Andhra Pradesh,1999,Jowar,7866,6293
Andhra Pradesh,1999,Rice,54783,134484
Andhra Pradesh,1999,Bajra,777,790
Andhra Pradesh,1999,Jowar,5374,5481
Andhra Pradesh,1999,Rice,6828,12921
Andhra Pradesh,1999,Wheat,163,109
Andhra Pradesh,1999,Onion,4618,41792
Andhra Pradesh,2000,Bajra,7329,10385
Andhra Pradesh,2000,Jowar,7798,13132
Andhra Pradesh,2000,Onion,2502,27610
Andhra Pradesh,2000,Rice,60412,170120
Andhra Pradesh,2000,Bajra,2350,3330
Andhra Pradesh,2000,Jowar,3095,3729
Andhra Pradesh,2000,Onion,483,13965
Andhra Pradesh,2000,Rice,7426,6134
Andhra Pradesh,2000,Wheat,117,67
Andhra Pradesh,2001,Bajra,1395,2514
Andhra Pradesh,2001,Jowar,2781,1460
Andhra Pradesh,2001,Onion,2317,15902
Andhra Pradesh,2001,Rice,38218,96883
Andhra Pradesh,2001,Bajra,1524,2746
Andhra Pradesh,2001,Jowar,1513,690
Andhra Pradesh,2001,Onion,637,9701
Andhra Pradesh,2001,Rice,37550,98231
Andhra Pradesh,2001,Wheat,39,27
Andhra Pradesh,2002,Bajra,2866,2814
Andhra Pradesh,2002,Jowar,882,361
Andhra Pradesh,2002,Onion,1828,17722
Andhra Pradesh,2002,Rice,27457,56424
Andhra Pradesh,2002,Bajra,674,661
Andhra Pradesh,2002,Jowar,11086,2783
Andhra Pradesh,2002,Onion,561,7735
Andhra Pradesh,2002,Rice,9203,16446
Andhra Pradesh,2002,Wheat,30,28
Andhra Pradesh,2002,Tomato,2443,26194
Andhra Pradesh,2003,Bajra,4332,3829
Andhra Pradesh,2003,Jowar,4190,997
Andhra Pradesh,2003,Onion,2138,17805
Andhra Pradesh,2003,Rice,23356,60025
Andhra Pradesh,2003,Bajra,992,877
Andhra Pradesh,2003,Jowar,7389,3665
Andhra Pradesh,2003,Onion,524,8765
Andhra Pradesh,2003,Rice,10767,24032
Andhra Pradesh,2003,Wheat,39,12
Andhra Pradesh,2003,Tomato,3181,39828
Andhra Pradesh,2004,Bajra,3709,5512
Andhra Pradesh,2004,Jowar,2022,922
Andhra Pradesh,2004,Onion,1851,17286
Andhra Pradesh,2004,Rice,46932,149619
Andhra Pradesh,2004,Bajra,2451,3642
Andhra Pradesh,2004,Jowar,1838,632
Andhra Pradesh,2004,Onion,574,13588
Andhra Pradesh,2004,Rice,5689,11424
Andhra Pradesh,2004,Wheat,1,
Andhra Pradesh,2005,Bajra,3327,3553
Andhra Pradesh,2005,Jowar,3595,6295
Andhra Pradesh,2005,Onion,1775,9003
Andhra Pradesh,2005,Rice,45556,85828
Andhra Pradesh,2005,Bajra,2466,2634
Andhra Pradesh,2005,Jowar,3029,3647
Andhra Pradesh,2005,Onion,653,15745
Andhra Pradesh,2005,Rice,21197,55791
Andhra Pradesh,2005,Wheat,81,48
Andhra Pradesh,2006,Bajra,2010,2945
Andhra Pradesh,2006,Jowar,4908,5507
Andhra Pradesh,2006,Onion,1676,17534
Andhra Pradesh,2006,Rice,41908,114493
Andhra Pradesh,2006,Bajra,1800,2637
Andhra Pradesh,2006,Jowar,12881,9532
Andhra Pradesh,2006,Onion,338,10591
Andhra Pradesh,2006,Rice,4997,10963
Andhra Pradesh,2006,Wheat,32,8
Andhra Pradesh,2007,Bajra,2000,5000
Andhra Pradesh,2007,Jowar,1000,2000
Andhra Pradesh,2007,Onion,2000,8000
Andhra Pradesh,2007,Rice,45000,139000
Andhra Pradesh,2007,Bajra,2000,3000
Andhra Pradesh,2007,Jowar,5000,6000
Andhra Pradesh,2007,Rice,17000,45000
Andhra Pradesh,2008,Bajra,1170,3170
Andhra Pradesh,2008,Jowar,643,1602
Andhra Pradesh,2008,Onion,2505,25541
Andhra Pradesh,2008,Rice,50183,87168
Andhra Pradesh,2008,Bajra,1305,3535
Andhra Pradesh,2008,Jowar,6609,5096
Andhra Pradesh,2008,Onion,223,4000
Andhra Pradesh,2008,Rice,14883,41271
Andhra Pradesh,2008,Wheat,122,83
Andhra Pradesh,2009,Bajra,2182,5678
Andhra Pradesh,2009,Jowar,6749,13532
Andhra Pradesh,2009,Onion,2875,24386
Andhra Pradesh,2009,Rice,52423,153757
Andhra Pradesh,2009,Bajra,1409,3666
Andhra Pradesh,2009,Jowar,4641,4298
Andhra Pradesh,2009,Onion,273,7337
Andhra Pradesh,2009,Rice,12894,34169
Andhra Pradesh,2009,Wheat,61,79
Andhra Pradesh,2010,Bajra,2870,7178
Andhra Pradesh,2010,Jowar,1199,1741
Andhra Pradesh,2010,Onion,2542,19248
Andhra Pradesh,2010,Rice,53345,80657
Andhra Pradesh,2010,Bajra,2070,5177
Andhra Pradesh,2010,Jowar,4185,6344
Andhra Pradesh,2010,Onion,635,14029
Andhra Pradesh,2010,Rice,17037,48896
Andhra Pradesh,2010,Wheat,20,26
Andhra Pradesh,2010,Potato,1,11
Andhra Pradesh,2011,Bajra,2209,5728
Andhra Pradesh,2011,Jowar,5273,3317
Andhra Pradesh,2011,Onion,4380,57588
Andhra Pradesh,2011,Rice,47290,141161
Andhra Pradesh,2011,Bajra,1926,4994
Andhra Pradesh,2011,Jowar,7881,2624
Andhra Pradesh,2011,Onion,1034,3154
Andhra Pradesh,2011,Rice,6606,17499
Andhra Pradesh,2011,Wheat,17,22
Andhra Pradesh,2012,Bajra,2214,2916
Andhra Pradesh,2012,Jowar,3065,7273
Andhra Pradesh,2012,Onion,2567,46760
Andhra Pradesh,2012,Rice,24147,61551
Andhra Pradesh,2012,Tomato,3504,52945
Andhra Pradesh,2012,Bajra,1147,1511
Andhra Pradesh,2012,Jowar,12887,18635
Andhra Pradesh,2012,Onion,834,4876
Andhra Pradesh,2012,Potato,1,18
Andhra Pradesh,2012,Rice,6601,19249
Andhra Pradesh,2012,Tomato,2039,48814
Andhra Pradesh,2012,Wheat,2,2
Andhra Pradesh,2013,Bajra,2833,5476
Andhra Pradesh,2013,Jowar,5503,11529
Andhra Pradesh,2013,Onion,2497,24361
Andhra Pradesh,2013,Rice,51753,148842
Andhra Pradesh,2013,Tomato,2638,132441
Andhra Pradesh,2013,Bajra,1354,2617
Andhra Pradesh,2013,Jowar,6578,8446
Andhra Pradesh,2013,Onion,926,9674
Andhra Pradesh,2013,Rice,10959,29447
Andhra Pradesh,2013,Tomato,2803,68522
Andhra Pradesh,2013,Wheat,12,8
Andhra Pradesh,2013,Wheat,12,8
Andhra Pradesh,2014,Bajra,1173,3010
Andhra Pradesh,2014,Jowar,5677,7272
Andhra Pradesh,2014,Onion,2983,37144
Andhra Pradesh,2014,Rice,42124,155648
Andhra Pradesh,2014,Tomato,2881,75102
Andhra Pradesh,2014,Bajra,1945,4991
Andhra Pradesh,2014,Jowar,9591,15183
Andhra Pradesh,2014,Onion,381,6556
Andhra Pradesh,2014,Potato,3,52
Andhra Pradesh,2014,Rice,3761,10189
Andhra Pradesh,2014,Tomato,2027,64448
Andhra Pradesh,2014,Wheat,274,195
Andhra Pradesh,2014,Rice,45885,165837
Andhra Pradesh,1997,Jowar,500,300
Andhra Pradesh,1997,Rice,257900,699400
Andhra Pradesh,1997,Jowar,2200,2000
Andhra Pradesh,1997,Rice,116300,393500
Andhra Pradesh,1998,Rice,280800,759900
Andhra Pradesh,1998,Jowar,100,100
Andhra Pradesh,1998,Rice,134500,491200
Andhra Pradesh,1999,Rice,278415,834490
Andhra Pradesh,1999,Jowar,93,24
Andhra Pradesh,1999,Rice,127888,457596
Andhra Pradesh,1999,Onion,105,1735
Andhra Pradesh,2000,Bajra,1,1
Andhra Pradesh,2000,Jowar,2,1
Andhra Pradesh,2000,Onion,11,154
Andhra Pradesh,2000,Rice,281343,868787
Andhra Pradesh,2000,Jowar,65,27
Andhra Pradesh,2000,Onion,51,897
Andhra Pradesh,2000,Rice,112917,408308
Andhra Pradesh,2001,Jowar,123,70
Andhra Pradesh,2001,Onion,10,139
Andhra Pradesh,2001,Rice,245114,714507
Andhra Pradesh,2001,Jowar,730,539
Andhra Pradesh,2001,Onion,59,933
Andhra Pradesh,2001,Rice,98472,358635
Andhra Pradesh,2002,Jowar,81,27
Andhra Pradesh,2002,Onion,16,203
Andhra Pradesh,2002,Rice,243910,761243
Andhra Pradesh,2002,Jowar,866,695
Andhra Pradesh,2002,Onion,107,1347
Andhra Pradesh,2002,Rice,2185,5688
Andhra Pradesh,2002,Tomato,1322,9348
Andhra Pradesh,2003,Bajra,10,14
Andhra Pradesh,2003,Jowar,147,435
Andhra Pradesh,2003,Onion,7,102
Andhra Pradesh,2003,Rice,222367,526565
Andhra Pradesh,2003,Jowar,1209,2271
Andhra Pradesh,2003,Onion,85,935
Andhra Pradesh,2003,Rice,7486,19359
Andhra Pradesh,2003,Tomato,1650,16110
Andhra Pradesh,2004,Jowar,455,243
Andhra Pradesh,2004,Onion,8,136
Andhra Pradesh,2004,Rice,245306,804849
Andhra Pradesh,2004,Jowar,506,950
Andhra Pradesh,2004,Onion,91,1594
Andhra Pradesh,2004,Rice,10017,31584
Andhra Pradesh,2005,Jowar,5,3
Andhra Pradesh,2005,Onion,61,1144
Andhra Pradesh,2005,Rice,254919,697203
Andhra Pradesh,2005,Bajra,2,2
Andhra Pradesh,2005,Jowar,170,496
Andhra Pradesh,2005,Onion,101,1999
Andhra Pradesh,2005,Rice,104332,409399
Andhra Pradesh,2006,Jowar,227,169
Andhra Pradesh,2006,Onion,52,872
Andhra Pradesh,2006,Rice,251433,521221
Andhra Pradesh,2006,Jowar,643,1387
Andhra Pradesh,2006,Onion,75,895
Andhra Pradesh,2006,Rice,94862,355638
Andhra Pradesh,2007,Rice,261000,944000
Andhra Pradesh,2007,Rice,94000,355000
Andhra Pradesh,2008,Jowar,2,5
Andhra Pradesh,2008,Onion,31,521
Andhra Pradesh,2008,Rice,273878,959395
Andhra Pradesh,2008,Jowar,274,1293
Andhra Pradesh,2008,Onion,60,578
Andhra Pradesh,2008,Rice,120655,467900
Andhra Pradesh,2009,Bajra,1,2
Andhra Pradesh,2009,Jowar,585,690
Andhra Pradesh,2009,Onion,7,113
Andhra Pradesh,2009,Rice,228196,784310
Andhra Pradesh,2009,Jowar,2584,9031
Andhra Pradesh,2009,Onion,52,1320
Andhra Pradesh,2009,Rice,108442,424984
Andhra Pradesh,2010,Onion,2,40
Andhra Pradesh,2010,Rice,260350,722978
Andhra Pradesh,2010,Jowar,73,285
Andhra Pradesh,2010,Onion,16,209
Andhra Pradesh,2010,Rice,94991,367710
Andhra Pradesh,2011,Onion,7,101
Andhra Pradesh,2011,Rice,262826,980105
Andhra Pradesh,2011,Jowar,905,4212
Andhra Pradesh,2011,Onion,25,640
Andhra Pradesh,2011,Rice,9203,31437
Andhra Pradesh,2012,Onion,2,38
Andhra Pradesh,2012,Rice,253166,908360
Andhra Pradesh,2012,Tomato,549,11985
Andhra Pradesh,2012,Jowar,223,890
Andhra Pradesh,2012,Onion,2,44
Andhra Pradesh,2012,Rice,11365,42244
Andhra Pradesh,2012,Tomato,880,8569
Andhra Pradesh,2013,Jowar,8,14
Andhra Pradesh,2013,Rice,264371,773285
Andhra Pradesh,2013,Tomato,545,9744
Andhra Pradesh,2013,Jowar,145,669
Andhra Pradesh,2013,Onion,2,37
Andhra Pradesh,2013,Rice,98951,402236
Andhra Pradesh,2013,Tomato,587,6636
Andhra Pradesh,2014,Rice,235212,788901
Andhra Pradesh,2014,Tomato,439,6312
Andhra Pradesh,2014,Jowar,524,2370
Andhra Pradesh,2014,Onion,13,230
Andhra Pradesh,2014,Rice,52830,209894
Andhra Pradesh,2014,Tomato,538,7289
Andhra Pradesh,2014,Rice,288042,998795
Andhra Pradesh,1997,Bajra,11600,9300
Andhra Pradesh,1997,Jowar,9600,10400
Andhra Pradesh,1997,Rice,66300,176900
Andhra Pradesh,1997,Jowar,113800,107200
Andhra Pradesh,1997,Rice,9000,23900
Andhra Pradesh,1997,Wheat,600,300
Andhra Pradesh,1998,Bajra,17700,16200
Andhra Pradesh,1998,Jowar,9400,9100
Andhra Pradesh,1998,Rice,75100,221700
Andhra Pradesh,1998,Bajra,300,300
Andhra Pradesh,1998,Jowar,90200,96300
Andhra Pradesh,1998,Rice,20900,44500
Andhra Pradesh,1998,Wheat,700,400
Andhra Pradesh,1999,Bajra,15261,9187
Andhra Pradesh,1999,Jowar,12603,7952
Andhra Pradesh,1999,Rice,81640,225431
Andhra Pradesh,1999,Bajra,559,337
Andhra Pradesh,1999,Jowar,105751,99194
Andhra Pradesh,1999,Rice,12430,35695
Andhra Pradesh,1999,Wheat,789,529
Andhra Pradesh,1999,Onion,10678,156507
Andhra Pradesh,2000,Bajra,18718,15199
Andhra Pradesh,2000,Jowar,7662,11953
Andhra Pradesh,2000,Onion,8564,126747
Andhra Pradesh,2000,Rice,93188,307427
Andhra Pradesh,2000,Bajra,504,409
Andhra Pradesh,2000,Jowar,86644,105792
Andhra Pradesh,2000,Onion,1098,23828
Andhra Pradesh,2000,Rice,13909,38083
Andhra Pradesh,2000,Wheat,850,484
Andhra Pradesh,2001,Bajra,13932,11062
Andhra Pradesh,2001,Jowar,6577,6939
Andhra Pradesh,2001,Onion,9130,139853
Andhra Pradesh,2001,Rice,43617,121779
Andhra Pradesh,2001,Bajra,184,146
Andhra Pradesh,2001,Jowar,86436,131901
Andhra Pradesh,2001,Onion,1474,37322
Andhra Pradesh,2001,Rice,38162,98534
Andhra Pradesh,2001,Wheat,1264,876
Andhra Pradesh,2002,Bajra,10352,6863
Andhra Pradesh,2002,Jowar,2112,2063
Andhra Pradesh,2002,Onion,8365,104964
Andhra Pradesh,2002,Rice,47948,100499
Andhra Pradesh,2002,Bajra,362,240
Andhra Pradesh,2002,Jowar,100721,135067
Andhra Pradesh,2002,Onion,1290,25465
Andhra Pradesh,2002,Rice,10974,24856
Andhra Pradesh,2002,Wheat,941,867
Andhra Pradesh,2002,Potato,1,5
Andhra Pradesh,2002,Tomato,21469,142009
Andhra Pradesh,2003,Bajra,14793,17707
Andhra Pradesh,2003,Jowar,13685,62280
Andhra Pradesh,2003,Onion,9665,153461
Andhra Pradesh,2003,Rice,34618,100635
Andhra Pradesh,2003,Bajra,236,282
Andhra Pradesh,2003,Jowar,104115,139618
Andhra Pradesh,2003,Onion,1184,26927
Andhra Pradesh,2003,Rice,4966,11377
Andhra Pradesh,2003,Wheat,694,206
Andhra Pradesh,2003,Tomato,19358,293269
Andhra Pradesh,2004,Bajra,10376,9598
Andhra Pradesh,2004,Jowar,16448,64871
Andhra Pradesh,2004,Onion,13121,234367
Andhra Pradesh,2004,Rice,61465,210702
Andhra Pradesh,2004,Bajra,760,703
Andhra Pradesh,2004,Jowar,86637,139745
Andhra Pradesh,2004,Onion,953,17928
Andhra Pradesh,2004,Rice,12058,37549
Andhra Pradesh,2004,Wheat,393,88
Andhra Pradesh,2004,Potato,142,1406
Andhra Pradesh,2005,Bajra,10949,13391
Andhra Pradesh,2005,Jowar,20905,87801
Andhra Pradesh,2005,Onion,12216,254752
Andhra Pradesh,2005,Rice,88555,292586
Andhra Pradesh,2005,Bajra,1241,1518
Andhra Pradesh,2005,Jowar,73299,140514
Andhra Pradesh,2005,Onion,2559,60664
Andhra Pradesh,2005,Rice,20079,65980
Andhra Pradesh,2005,Wheat,711,418
Andhra Pradesh,2006,Bajra,8784,7993
Andhra Pradesh,2006,Jowar,4905,9839
Andhra Pradesh,2006,Onion,11174,203065
Andhra Pradesh,2006,Rice,80692,270238
Andhra Pradesh,2006,Bajra,681,620
Andhra Pradesh,2006,Jowar,68331,102838
Andhra Pradesh,2006,Onion,1321,29893
Andhra Pradesh,2006,Rice,12475,36764
Andhra Pradesh,2006,Wheat,670,176
Andhra Pradesh,2007,Bajra,10000,11000
Andhra Pradesh,2007,Jowar,5000,17000
Andhra Pradesh,2007,Onion,14000,248000
Andhra Pradesh,2007,Rice,90000,332000
Andhra Pradesh,2007,Jowar,63000,135000
Andhra Pradesh,2007,Onion,2000,37000
Andhra Pradesh,2007,Rice,19000,51000
Andhra Pradesh,2008,Bajra,7864,8540
Andhra Pradesh,2008,Jowar,10834,32329
Andhra Pradesh,2008,Onion,16549,294241
Andhra Pradesh,2008,Rice,84066,279856
Andhra Pradesh,2008,Bajra,368,400
Andhra Pradesh,2008,Jowar,55426,134186
Andhra Pradesh,2008,Onion,1674,41274
Andhra Pradesh,2008,Rice,27383,97073
Andhra Pradesh,2008,Wheat,747,405
Andhra Pradesh,2008,Potato,15,135
Andhra Pradesh,2009,Bajra,6259,4519
Andhra Pradesh,2009,Jowar,12262,31943
Andhra Pradesh,2009,Onion,13868,243855
Andhra Pradesh,2009,Rice,81908,256454
Andhra Pradesh,2009,Bajra,488,352
Andhra Pradesh,2009,Jowar,59444,97072
Andhra Pradesh,2009,Onion,1454,35200
Andhra Pradesh,2009,Rice,44772,157911
Andhra Pradesh,2009,Wheat,550,251
Andhra Pradesh,2009,Potato,8,69
Andhra Pradesh,2010,Bajra,7195,10692
Andhra Pradesh,2010,Jowar,1555,5057
Andhra Pradesh,2010,Onion,16300,360197
Andhra Pradesh,2010,Rice,104110,291475
Andhra Pradesh,2010,Bajra,416,618
Andhra Pradesh,2010,Jowar,54101,98410
Andhra Pradesh,2010,Onion,3014,84151
Andhra Pradesh,2010,Rice,32967,105626
Andhra Pradesh,2010,Wheat,563,808
Andhra Pradesh,2010,Potato,14,157
Andhra Pradesh,2011,Bajra,5174,2427
Andhra Pradesh,2011,Jowar,14115,46368
Andhra Pradesh,2011,Onion,24460,358241
Andhra Pradesh,2011,Rice,91984,333882
Andhra Pradesh,2011,Bajra,619,290
Andhra Pradesh,2011,Jowar,70555,128692
Andhra Pradesh,2011,Onion,2449,68156
Andhra Pradesh,2011,Rice,14738,46042
Andhra Pradesh,2011,Wheat,221,243
Andhra Pradesh,2011,Potato,32,321
Andhra Pradesh,2012,Bajra,11611,15141
Andhra Pradesh,2012,Jowar,14661,53029
Andhra Pradesh,2012,Onion,14931,291483
Andhra Pradesh,2012,Rice,72625,276774
Andhra Pradesh,2012,Tomato,4314,50051
Andhra Pradesh,2012,Bajra,737,961
Andhra Pradesh,2012,Jowar,67191,114762
Andhra Pradesh,2012,Onion,1629,30156
Andhra Pradesh,2012,Potato,25,440
Andhra Pradesh,2012,Rice,16840,60102
Andhra Pradesh,2012,Tomato,617,13754
Andhra Pradesh,2012,Wheat,314,421
Andhra Pradesh,2013,Bajra,7614,8642
Andhra Pradesh,2013,Jowar,10958,32808
Andhra Pradesh,2013,Onion,14961,299923
Andhra Pradesh,2013,Rice,92596,340383
Andhra Pradesh,2013,Tomato,2152,25785
Andhra Pradesh,2013,Bajra,219,249
Andhra Pradesh,2013,Jowar,49305,90721
Andhra Pradesh,2013,Onion,2134,62027
Andhra Pradesh,2013,Rice,32298,118017
Andhra Pradesh,2013,Tomato,565,13067
Andhra Pradesh,2013,Wheat,274,202
Andhra Pradesh,2013,Potato,17,244
Andhra Pradesh,2013,Wheat,274,202
Andhra Pradesh,2014,Bajra,5056,7083
Andhra Pradesh,2014,Jowar,17060,41951
Andhra Pradesh,2014,Onion,22754,436353
Andhra Pradesh,2014,Rice,91569,361514
Andhra Pradesh,2014,Tomato,2811,38592
Andhra Pradesh,2014,Bajra,184,258
Andhra Pradesh,2014,Jowar,50107,94001
Andhra Pradesh,2014,Onion,2012,47964
Andhra Pradesh,2014,Potato,7,121
Andhra Pradesh,2014,Rice,23329,82748
Andhra Pradesh,2014,Tomato,618,15300
Andhra Pradesh,2014,Wheat,46,61
Andhra Pradesh,2014,Rice,114898,444262
Andhra Pradesh,1997,Bajra,12200,11600
Andhra Pradesh,1997,Jowar,3700,2100
Andhra Pradesh,1997,Rice,62000,124300
Andhra Pradesh,1997,Jowar,4200,8100
Andhra Pradesh,1997,Rice,74200,222100
Andhra Pradesh,1998,Bajra,17200,23800
Andhra Pradesh,1998,Jowar,2400,700
Andhra Pradesh,1998,Rice,72100,206700
Andhra Pradesh,1998,Bajra,400,500
Andhra Pradesh,1998,Jowar,3100,4100
Andhra Pradesh,1998,Rice,73800,248900
Andhra Pradesh,1999,Bajra,15401,20668
Andhra Pradesh,1999,Jowar,2485,634
Andhra Pradesh,1999,Rice,70189,190583
Andhra Pradesh,1999,Bajra,718,964
Andhra Pradesh,1999,Jowar,6006,2306
Andhra Pradesh,1999,Rice,54885,129541
Andhra Pradesh,1999,Onion,303,4590
Andhra Pradesh,2000,Bajra,28546,42876
Andhra Pradesh,2000,Jowar,2992,1110
Andhra Pradesh,2000,Onion,173,2414
Andhra Pradesh,2000,Rice,50601,156559
Andhra Pradesh,2000,Bajra,1807,2714
Andhra Pradesh,2000,Jowar,6206,4996
Andhra Pradesh,2000,Onion,56,984
Andhra Pradesh,2000,Rice,96893,316840
Andhra Pradesh,2001,Bajra,7969,9786
Andhra Pradesh,2001,Jowar,1570,898
Andhra Pradesh,2001,Onion,62,860
Andhra Pradesh,2001,Rice,40841,134204
Andhra Pradesh,2001,Bajra,717,880
Andhra Pradesh,2001,Jowar,3490,2576
Andhra Pradesh,2001,Onion,69,1091
Andhra Pradesh,2001,Rice,106540,385888
Andhra Pradesh,2001,Wheat,15,10
Andhra Pradesh,2002,Bajra,10062,9378
Andhra Pradesh,2002,Jowar,792,264
Andhra Pradesh,2002,Onion,123,1470
Andhra Pradesh,2002,Rice,19256,46927
Andhra Pradesh,2002,Bajra,198,185
Andhra Pradesh,2002,Jowar,8739,7009
Andhra Pradesh,2002,Onion,88,1108
Andhra Pradesh,2002,Rice,46223,104325
Andhra Pradesh,2002,Wheat,73,67
Andhra Pradesh,2002,Tomato,4048,19694
Andhra Pradesh,2003,Bajra,26565,37324
Andhra Pradesh,2003,Jowar,2293,6783
Andhra Pradesh,2003,Onion,37,540
Andhra Pradesh,2003,Rice,14621,41992
Andhra Pradesh,2003,Bajra,66,93
Andhra Pradesh,2003,Jowar,9566,17965
Andhra Pradesh,2003,Onion,58,638
Andhra Pradesh,2003,Rice,31497,79278
Andhra Pradesh,2003,Tomato,4282,38638
Andhra Pradesh,2004,Bajra,17641,20958
Andhra Pradesh,2004,Jowar,2063,1104
Andhra Pradesh,2004,Onion,85,1442
Andhra Pradesh,2004,Rice,27435,95446
Andhra Pradesh,2004,Bajra,148,176
Andhra Pradesh,2004,Jowar,5047,4280
Andhra Pradesh,2004,Onion,35,613
Andhra Pradesh,2004,Rice,66134,220491
Andhra Pradesh,2005,Bajra,16523,27015
Andhra Pradesh,2005,Jowar,722,401
Andhra Pradesh,2005,Onion,23,431
Andhra Pradesh,2005,Rice,54390,144351
Andhra Pradesh,2005,Bajra,159,260
Andhra Pradesh,2005,Jowar,2919,2855
Andhra Pradesh,2005,Onion,26,515
Andhra Pradesh,2005,Rice,95020,340932
Andhra Pradesh,2006,Bajra,9212,10760
Andhra Pradesh,2006,Jowar,619,460
Andhra Pradesh,2006,Onion,27,453
Andhra Pradesh,2006,Rice,41191,124809
Andhra Pradesh,2006,Bajra,266,311
Andhra Pradesh,2006,Jowar,2326,2410
Andhra Pradesh,2006,Onion,25,298
Andhra Pradesh,2006,Rice,79875,297215
Andhra Pradesh,2007,Bajra,18000,37000
Andhra Pradesh,2007,Jowar,2000,3000
Andhra Pradesh,2007,Rice,47000,173000
Andhra Pradesh,2007,Jowar,2000,2000
Andhra Pradesh,2007,Rice,80000,287000
Andhra Pradesh,2008,Bajra,12174,13744
Andhra Pradesh,2008,Jowar,401,1025
Andhra Pradesh,2008,Onion,115,1932
Andhra Pradesh,2008,Rice,47434,167774
Andhra Pradesh,2008,Bajra,54,61
Andhra Pradesh,2008,Jowar,4843,11328
Andhra Pradesh,2008,Onion,23,221
Andhra Pradesh,2008,Rice,83957,314503
Andhra Pradesh,2009,Bajra,4915,12450
Andhra Pradesh,2009,Jowar,408,481
Andhra Pradesh,2009,Onion,177,2866
Andhra Pradesh,2009,Rice,32959,117730
Andhra Pradesh,2009,Bajra,426,1079
Andhra Pradesh,2009,Jowar,7104,16460
Andhra Pradesh,2009,Onion,79,2006
Andhra Pradesh,2009,Rice,96240,371390
Andhra Pradesh,2010,Bajra,18830,40729
Andhra Pradesh,2010,Jowar,124,179
Andhra Pradesh,2010,Onion,303,6017
Andhra Pradesh,2010,Rice,48878,143300
Andhra Pradesh,2010,Bajra,990,2141
Andhra Pradesh,2010,Jowar,3803,6199
Andhra Pradesh,2010,Onion,60,783
Andhra Pradesh,2010,Rice,107903,376150
Andhra Pradesh,2011,Bajra,9738,20450
Andhra Pradesh,2011,Jowar,66,142
Andhra Pradesh,2011,Onion,603,8690
Andhra Pradesh,2011,Rice,39122,134932
Andhra Pradesh,2011,Bajra,377,792
Andhra Pradesh,2011,Jowar,10975,23146
Andhra Pradesh,2011,Onion,297,7603
Andhra Pradesh,2011,Rice,79396,292098
Andhra Pradesh,2012,Bajra,28780,59344
Andhra Pradesh,2012,Jowar,478,1268
Andhra Pradesh,2012,Onion,569,10863
Andhra Pradesh,2012,Rice,17820,64027
Andhra Pradesh,2012,Tomato,1117,13941
Andhra Pradesh,2012,Bajra,648,1336
Andhra Pradesh,2012,Jowar,19768,39220
Andhra Pradesh,2012,Onion,52,1144
Andhra Pradesh,2012,Rice,33942,125959
Andhra Pradesh,2012,Tomato,933,10975
Andhra Pradesh,2013,Bajra,25277,45726
Andhra Pradesh,2013,Jowar,477,833
Andhra Pradesh,2013,Onion,462,8700
Andhra Pradesh,2013,Rice,58034,213391
Andhra Pradesh,2013,Tomato,1098,13639
Andhra Pradesh,2013,Bajra,649,1174
Andhra Pradesh,2013,Jowar,7842,16649
Andhra Pradesh,2013,Onion,67,1241
Andhra Pradesh,2013,Rice,80544,318874
Andhra Pradesh,2013,Tomato,1046,13560
Andhra Pradesh,2014,Bajra,10611,10887
Andhra Pradesh,2014,Jowar,12,18
Andhra Pradesh,2014,Onion,303,5563
Andhra Pradesh,2014,Rice,31764,121783
Andhra Pradesh,2014,Tomato,770,11070
Andhra Pradesh,2014,Bajra,1169,1199
Andhra Pradesh,2014,Jowar,12887,19627
Andhra Pradesh,2014,Onion,48,848
Andhra Pradesh,2014,Rice,73533,284132
Andhra Pradesh,2014,Tomato,1174,15907
Andhra Pradesh,2014,Rice,105297,405915
Andhra Pradesh,1997,Bajra,2100,4700
Andhra Pradesh,1997,Rice,48700,127600
Andhra Pradesh,1997,Jowar,300,200
Andhra Pradesh,1997,Rice,182100,544600
Andhra Pradesh,1998,Bajra,2300,4200
Andhra Pradesh,1998,Rice,44700,133400
Andhra Pradesh,1998,Jowar,200,100
Andhra Pradesh,1998,Rice,183300,542300
Andhra Pradesh,1999,Bajra,2067,3706
Andhra Pradesh,1999,Rice,45768,136695
Andhra Pradesh,1999,Bajra,79,142
Andhra Pradesh,1999,Jowar,529,294
Andhra Pradesh,1999,Rice,152441,407231
Andhra Pradesh,1999,Onion,35,459
Andhra Pradesh,2000,Bajra,3048,5617
Andhra Pradesh,2000,Jowar,20,7
Andhra Pradesh,2000,Onion,51,712
Andhra Pradesh,2000,Rice,55041,171563
Andhra Pradesh,2000,Bajra,21,39
Andhra Pradesh,2000,Jowar,1190,1484
Andhra Pradesh,2000,Rice,132867,367510
Andhra Pradesh,2001,Bajra,917,1357
Andhra Pradesh,2001,Onion,47,652
Andhra Pradesh,2001,Rice,34297,108413
Andhra Pradesh,2001,Bajra,67,99
